id,actor_1_gender,actor_2_gender,actor_3_gender,actor_1_name,actor_2_name,actor_3_name,director_gender,director_name
13723,2,1,0,Dolph Lundgren,Sophia Taylor Ali,Chelsea Ricketts,2,Dolph Lundgren
15791,2,0,2,Dolph Lundgren,Xue Zuren,William Shriver,0,Samuel Dolhasca
28178,2,1,2,Richard Gere,Joan Allen,Jason Alexander,2,Lasse Hallström
291554,2,1,2,Nick Cassavetes,Brenda Bakke,Jeremy Piven,0,Andrew Chiaramonte
149851,1,2,2,Elizabeth Perkins,Judge Reinhold,Jeffrey Jones,2,Maurice Phillips
14773,1,2,2,Elizabeth Perkins,Judge Reinhold,Jeffrey Jones,2,Hunter Weeks
147683,0,0,2,Ilarion Ciobanu,Ovidiu Iuliu Moldovan,Mircea Diaconu,2,Mircea Veroiu
25195,1,2,2,Amy Adams,Matthew Goode,Adam Scott,2,Anand Tucker
20504,2,2,1,Denzel Washington,Gary Oldman,Mila Kunis,2,Albert Hughes
33613,2,1,1,Michael Nyqvist,Noomi Rapace,Lena Endre,2,Daniel Alfredson
57251,2,1,0,Carlo Delle Piane,Valeria Bruni Tedeschi,Silvana De Santis,2,Ken Loach
85126,2,2,1,Bill Cosby,Robert Culp,Rosalind Cash,2,Robert Culp
123772,2,2,2,Maynard Eziashi,Pierce Brosnan,Edward Woodward,2,Bruce Beresford
4286,2,1,1,Giancarlo Giannini,Laura Antonelli,Jennifer O'Neill,0,Luchino Visconti
21575,2,2,2,Tahar Rahim,Niels Arestrup,Adel Bencherif,2,Jacques Audiard
104320,1,0,0,Maria Pia Luzi,Martial Boschero,Angela Doria,0,Alberto Cavallone
4932,2,1,2,Walter Matthau,Inger Stevens,Robert Morse,2,Gene Kelly
39023,0,0,0,Fachry Albar,Donny Alamsyah,Ario Bayu,2,Joko Anwar
187401,2,0,0,Leslie Cheung,Jacklyn Wu ,Ario Bayu,0,Ronny Yu
25927,2,2,2,Ethan Hawke,Vincent D'Onofrio,Seymour Cassel,2,James DeMonaco
14173,2,1,0,Thure Lindhardt,Stine Fischer Christensen,Jens Arentzen,0,Anders Morgenthaler
28227,0,1,0,Michael Ruppert,Stine Fischer Christensen,Jens Arentzen,2,Chris Smith
31875,2,1,0,Paddy Considine,Dina Korzun,Artyom Strelnikov,0,Paweł Pawlikowski
44085,2,1,0,Nour El-Sherif,Yousra,إسعاد يونس,2,Marwan Hamed
58589,0,0,0,Giacomo Talamini,Phillip Sacramento,Patrizia Liccardi,0,Giacomo Talamini
26820,1,2,2,Renée Zellweger,Logan Lerman,Kevin Bacon,2,Richard Loncraine
119905,0,0,0,Victòria Aragonés,Lluís Carbó,Mark Peranson,0,Albert Serra
24271,2,2,2,Morgan Freeman,Christopher Walken,William H. Macy,2,Peter Hewitt
52273,2,1,1,Dolph Lundgren,Maxim Roy,Brigitte Paquette,2,Marc S. Grenier
95140,2,2,1,Dolph Lundgren,Alex Karzis,Kata Dobó,2,Sidney J. Furie
179066,1,0,2,Joan Crawford,Brian Aherne,Frank Morgan,2,W.S. Van Dyke
37222,1,2,2,Elizabeth Taylor,Richard Burton,Louis Jourdan,2,Anthony Asquith
55197,0,1,2,Shin Saburi,Michiyo Kogure,Koji Tsuruta,0,Yasujirō Ozu
87065,0,1,2,Shin Saburi,Michiyo Kogure,Koji Tsuruta,0,Terry Zwigoff
20551,2,1,2,Jim Varney,Michiyo Kogure,Koji Tsuruta,0,Coke Sams
28280,2,1,2,Dolph Lundgren,Polly Shannon,Donald Burda,2,Sidney J. Furie
26125,2,0,1,Dolph Lundgren,Jerry Springer,Shakara Ledard,2,Dolph Lundgren
26765,2,2,2,Don Rickles,Dave Attell,Richard Lewis,2,John Landis
5707,2,0,0,Tom Hanks,Stephen Ambrose,Russ Meyer,2,Richard Schickel
323111,2,2,0,Scott Bairstow,Steve Burton,Vicellous Reon Shannon,2,Michael W. Watkins
26961,2,0,0,Jacob Witkin,Kate Orsini,Vicellous Reon Shannon,2,Charles Band
126925,1,2,2,Dorothy Gish,Ralph Lewis,Eugene Pallette,2,Sidney Franklin
1450,1,1,1,Allison Miller,Jun Ji-hyun,Koyuki,2,Chris Nahon
101006,0,0,0,Juan Fernández,Nieves Cabrera,Giselle Irrazabal,2,Lisandro Alonso
52429,1,2,2,Irene Dunne,Melvyn Douglas,Thomas Mitchell,2,Richard Boleslawski
81895,2,2,1,Richard Dean Anderson,Brian Blessed,Sophie Ward,2,Michael Vejar
148435,2,2,0,Esa Pakarinen,Masa Niemi,Siiri Angerkoski,0,Armand Lohikoski
46335,1,2,1,Jeanne Balibar,Guillaume Depardieu,Bulle Ogier,0,Jacques Rivette
18476,2,1,2,Dennis Quaid,Zhang Ziyi,Lou Taylor Pucci,0,Jonas Åkerlund
15774,2,0,1,Shah Rukh Khan,Gayatri Joshi,Kishori Balal,2,Ashutosh Gowariker
20107,0,2,1,Steven Kaplan,William H. Macy,Cheryl Hines,0,Brian Hecker
12161,2,1,2,Benno Fürmann,Nina Hoss,Hilmi Sözer,2,Christian Petzold
164421,1,1,2,Ellie Lambeti,Eleni Zafeiriou,Dimitris Papamichael,2,Mihalis Kakogiannis
101342,0,2,0,Rita Durão,João César Monteiro,Joana Azevedo,2,João César Monteiro
41970,0,0,2,'Spring' Mark Adley,Gay Gaynor,Matthew Hawkins,0,Derek Jarman
89800,1,1,1,Aoi Miyazaki,Yu Aoi,Ryō,0,Akihiko Shiota
21521,2,1,2,Jackie Chan,Maggie Cheung,Michael Chan Wai-Man,2,Jackie Chan
44027,2,2,1,Michael Shannon,Willem Dafoe,Chloë Sevigny,2,Werner Herzog
143098,0,0,1,Elina Hurme,Tiina Weckström,Elena Leeve,0,Pirjo Honkasalo
31175,0,0,2,Adam Bousdoukos,Birol Ünel,Moritz Bleibtreu,2,Fatih Akin
22274,2,2,1,Nanni Moretti,Alessandro Gassman,Valeria Golino,0,Antonello Grimaldi
4579,2,1,0,Joe Dallesandro,Sylvia Miles,Eric Emerson,0,Paul Morrissey
32097,0,0,0,Antoine Monnier,Tina Irissari,Henri de Maublanc,2,Robert Bresson
83430,1,0,2,Jasmin Tabatabai,Magaly Solier,Olivier Gourmet,0,Peter Brosens
13634,2,1,1,William Powell,Kay Francis,Aline MacMahon,2,Tay Garnett
144089,0,0,2,Ilarion Ciobanu,Ovidiu Iuliu Moldovan,Mircea Diaconu,2,Mircea Veroiu
40229,1,1,1,Kate McNeil,Eileen Davidson,Janis Ward,2,Mark Rosman
10800,2,2,2,Vincent Lindon,Patrick Timsit,Philippe Nahon,2,Guillaume Ivernel
277622,2,2,2,Vincent Lindon,Patrick Timsit,Philippe Nahon,2,Guillaume Ivernel
25676,2,2,2,Jackie Chan,Louis Koo,Michael Hui,2,Benny Chan
44941,1,2,2,Penelope Ann Miller,Tim Daly,Louis Jourdan,2,Peter Yates
25205,0,1,0,Lionel Abelanski,Mélanie Laurent,Dmitri Nazarov,2,Radu Mihaileanu
17602,0,1,0,Lionel Abelanski,Mélanie Laurent,Dmitri Nazarov,2,Radu Mihaileanu
14981,0,0,0,Wayne Bibbens,Vince Briel,Charles DeVore,0,Robert Baca
45699,2,0,0,Michel Serrault,Claire Bouanich,Nade Dieu,2,Philippe Muyl
17606,0,2,1,Romola Garai,Antonio Banderas,Laura Linney,2,Richard Eyre
25594,2,2,1,Cuba Gooding Jr.,Harvey Keitel,Alex Meneses,2,Franck Khalfoun
25602,2,2,2,Scott Adkins,Todd Jensen,Tsuyoshi Ihara,0,Isaac Florentine
40660,0,0,2,Elli Vallinoja,Chike Ohanwe,Taneli Mäkelä,0,Neil Hardwick
101376,0,0,2,Farah Pahlavi,Nahid Persson Sarvestani,Taneli Mäkelä,0,Nahid Persson Sarvestani
49956,1,2,0,Marjorie Yates,Leigh McCormack,Anthony Watson,2,Terence Davies
43844,0,1,0,Raimu,Ginette Leclerc,Charles Moulin,0,Marcel Pagnol
15930,0,0,2,Semra Turan,Nima Nabipour,Cyron Melville,0,Natasha Arthy
65642,0,0,1,Sacha Guitry,Jacqueline Delubac,Marguerite Moreno,0,Sacha Guitry
86303,1,0,2,Madhabi Mukherjee,Satindra Bhattacharya,Abhi Bhattacharya,2,Ritwik Ghatak
63771,0,0,0,Jean Debucourt,Roger Pigaut,Odette Joyeux,2,Claude Autant-Lara
52229,2,1,2,Edward G. Robinson,Bette Davis,Humphrey Bogart,0,Michael Curtiz
2395,2,2,0,Clovis Cornillac,Gérard Depardieu,Franck Dubosc,2,Thomas Langmann
13855,2,2,1,Kim Yoon-seok,Ha Jung-woo,Seo Young-hee,2,Na Hong-jin
21153,0,2,0,Michael Behe,John Calvert,Jack Cashill,0,Randy Olson
83994,2,1,0,Mathieu Amalric,Emmanuelle Devos,Emmanuel Salinger,2,Arnaud Desplechin
5761,1,2,0,Greta Gerwig,Kent Osborne,Andrew Bujalski,0,Joe Swanberg
57978,2,2,0,Phil Daniels,Tim Roth,Jeffrey Robert,2,Mike Leigh
23999,1,0,1,Alison Steadman,Tim Stern,Janine Duvitski,2,Mike Leigh
42720,0,0,0,Saeda Kawaguchi,Akiko Koyama,Kei Satô,2,Nagisa Ōshima
17911,2,1,2,Lorenzo Lamas,Debbie Gibson,Sean Lawlor,0,Jack Perez
32559,0,0,0,Anna Karczmarczyk,Dagmara Krasowska,Dominika Gwit,1,Katarzyna Roslaniec
253476,0,2,0,Marko Mandić,Janez Hočevar,Slobodan Ćustić,2,Vinko Möderndorfer
69061,2,2,0,Jim Varney,Janez Hočevar,Slobodan Ćustić,0,John R. Cherry III
13382,2,1,0,Burl Ives,Billie Mae Richards,Larry D. Mann,0,Larry Roemer
13358,2,2,1,Maxwell Perry Cotton,Robert Wagner,Louise Fletcher,2,Ron Oliver
33511,2,1,1,Aaron Taylor-Johnson,Anne-Marie Duff,Kristin Scott Thomas,1,Sam Taylor-Johnson
27182,2,1,1,Aaron Taylor-Johnson,Anne-Marie Duff,Kristin Scott Thomas,2,Ben Niles
29110,0,0,0,Michael Reynolds,Chris Reynolds,Shauna Malloy,0,Oliver Hodge
23410,2,1,2,Val Kilmer,Martha MacIsaac,Aaron Ashmore,2,Mark A. Lewis
266740,2,1,2,Val Kilmer,Martha MacIsaac,Aaron Ashmore,0,Jukka Kärkkäinen
22164,2,2,2,Michael Jai White,Julian Sands,Eamonn Walker,2,Ben Ramsey
15255,2,2,2,Michael Jai White,Scott Adkins,Ben Cross,0,Isaac Florentine
71885,1,2,1,Alana Austin,Riley Smith,Mary-Margaret Humes,2,Steve Boyum
20453,2,1,2,Aamir Khan,Kareena Kapoor,Madhavan,0,Rajkumar Hirani
108573,2,1,2,Aamir Khan,Kareena Kapoor,Madhavan,2,Martin Asphaug
16095,0,0,0,Lene Bragli,Tone Danielsen,Jon Vågenes Eriksen,2,Erik Poppe
4253,1,2,1,Rani Mukerji,Saif Ali Khan,Kirron Kher,0,Kunal Kohli
43346,0,2,1,Dinah Sheridan,John Gregson,Kay Kendall,2,Henry Cornelius
40083,2,2,1,Paul Newman,Henry Fonda,Lee Remick,2,Paul Newman
61864,2,2,2,Pierre Richard,Victor Lanoux,Raymond Bussières,2,Gérard Oury
59390,2,1,2,Ed Harris,Diane Keaton,Ed Begley Jr.,2,Michael Lindsay-Hogg
22894,2,2,2,Paul Bettany,Dennis Quaid,Kevin Durand,0,Scott Stewart
15807,0,2,0,John Ridgely,Gig Young,Arthur Kennedy,0,Howard Hawks
85507,1,2,2,Mary Pickford,Johnny Mack Brown,John St. Polis,2,Sam Taylor
72241,2,1,2,Gary Cooper,Paulette Goddard,Howard Da Silva,2,Cecil B. DeMille
22404,2,1,2,Walter Pidgeon,Joan Bennett,George Sanders,2,Fritz Lang
27567,0,0,0,Catalina Saavedra,Claudia Celedón,Andrea García-Huidobro,0,Sebastián Silva
147692,0,2,0,Ilarion Ciobanu,Mircea Diaconu,Ovidiu Iuliu Moldovan,0,Dan Pița
41787,1,2,2,Barbara Hershey,Sam Shepard,J.T. Walsh,2,Martin Campbell
106482,2,1,2,Kevin Bacon,Kyra Sedgwick,Bruce Payne,0,Noah Stern
26752,1,2,2,Meda Andreea Victor,Alexandru Potocean,Bruce Payne,0,Horatiu Malaele
48609,2,2,2,Ted Danson,Howie Mandel,Richard Mulligan,2,Blake Edwards
251281,2,2,2,Ted Danson,Howie Mandel,Richard Mulligan,2,Blake Edwards
160266,1,0,0,Laila Boonyasak,Krit Sripoomseth,Chompunoot Piyapane,2,Yuthlert Sippapak
21033,1,1,2,Deborra-Lee Furness,Peta Wilson,Aaron Jeffery,2,Dean O'Flaherty
23988,1,2,2,Diora Baird,Leslie Nielsen,Steve Howey,2,Bo Zenga
186129,1,2,2,Lucy Cohu,Derek Riddell,Steve Howey,0,Paul Wilmshurst
51120,2,1,1,Cyril Ritchard,Mary Martin,Lynn Fontanne,0,Vincent J. Donehue
21453,2,0,0,Yuusaku Yara,Arisa Andô,Ichirō Nagai,2,Yoshiaki Kawajiri
5153,0,0,0,Carolina Catena,Lidia Quaranta,Gina Marangoni,0,Giovanni Pastrone
17836,2,1,2,Errol Flynn,Miriam  Hopkins,Randolph Scott,0,Michael Curtiz
51429,0,0,0,Reiko Ike,Makoto Ashikawa,Arumi Kuri,0,Teruo Ishii
32130,1,2,2,Irene Dunne,Charles Boyer,Charles Coburn,2,Charles Vidor
126083,2,1,2,Herbert Marshall,Jean Arthur,Leo Carrillo,2,William A. Seiter
13522,0,0,1,Joakim Nätterqvist,Morgan Alling,Bibi Andersson,0,Peter Flinth
47370,2,2,0,Seiji Miyaguchi,Rokkô Toura,Yoshio Kosugi,2,Kihachi Okamoto
31156,2,2,2,Jeff Conaway,Eric Roberts,Vincent Spano,0,Boris Acosta
84104,0,0,0,Alan Brock,Jennifer Stock,Tawm Ellis,0,Michael Findlay
46336,0,0,0,Susan Buice,Arin Crumley,Brad Calcaterra,0,Susan Buice
27569,2,2,1,Harrison Ford,Brendan Fraser,Keri Russell,2,Tom Vaughan
62775,2,2,2,Kai Lehtinen,Tommi Korpela,Hannu-Pekka Björkman,0,Kari Väänänen
120109,2,1,2,Fred MacMurray,Jean Arthur,Melvyn Douglas,2,Wesley Ruggles
8349,2,2,1,Matthias Schweighöfer,Til Schweiger,Lena Headey,2,Nikolai Müllerschön
75877,2,1,0,Alfredo Landa,Terele Pávez,Belén Ballesteros,2,Mario Camus
43891,2,2,1,Edward Arnold,Peter Lorre,Marian Marsh,2,Josef von Sternberg
33295,0,0,0,LeBron James,Romeo Travis,Sian Cotton,0,Kristopher Belman
29501,2,1,2,Joseph Cross,Sarah Roemer,Snoop Dogg,2,David M. Rosenthal
16453,2,0,2,Zach Galifianakis,Joe Wagner,Brian Unger,2,Michael Blieden
13477,2,1,1,Josh Duhamel,Kristen Bell,Anjelica Huston,2,Mark Steven Johnson
12201,2,2,2,Mel Gibson,Ray Winstone,Danny Huston,2,Martin Campbell
47554,0,2,1,Jun Hee Lee,Raymond Ma,Julia Nickson,2,Quentin Lee
33395,2,1,2,Warner Oland,Irene Hervey,Jon Hall,2,James Tinling
2974,2,0,2,Conrad Veidt,Alexandra Sorina,Fritz Kortner,2,Robert Wiene
14016,2,2,2,Lau Ching-Wan,Andy On,Gordon Lam Ka-Tung,0,Johnnie To
94706,0,0,0,Antonio Lopez,Maria Moreno,Enrique Gran,2,Víctor Erice
26466,1,2,1,Melissa George,Liam Hemsworth,Emma Lung,2,Christopher Smith
49807,0,0,0,Mustafa Nadarević,Almedin Leleta,Almir Podgorica,0,Ademir Kenović
99749,2,2,2,Michael Biehn,Alex McArthur,Nicholas Campbell,0,William Friedkin
79509,2,0,1,Eric Roberts,James Earl Jones,Megan Gallagher,2,Larry Cohen
46623,2,1,1,Glenn Ford,Maria Schell,Anne Baxter,2,Anthony Mann
52863,1,2,1,Bette Davis,Franchot Tone,Margaret Lindsay,0,Alfred E. Green
92283,2,2,1,Gene Hackman,Melvyn Douglas,Dorothy Stickney,2,Gilbert Cates
42137,2,2,2,Makio Inoue,Kei Tomiyama,Yûjirô Ishihara,0,Tomoharu Katsumata
8952,2,2,1,Jim Carrey,Ewan McGregor,Leslie Mann,2,Glenn Ficarra
40724,1,1,1,Colleen Dewhurst,Patricia Hamilton,Megan Follows,2,Kevin Sullivan
33159,2,2,1,Crispin Glover,Clayne Crawford,Michele Santopietro,0,Terrence Martin
26137,0,0,0,Xia Yu,Haibin Li,Zhengjia Wang,0,Jiang Xiao
71825,2,2,0,Robert Wuhl,Martin Landau,Jace Alexander,2,Barry Primus
103201,2,2,1,Lou Diamond Phillips,Scott Glenn,Chelsea Field,2,Mark L. Lester
98246,0,0,1,Issei Ogata,Robert Dawson,Kaori Momoi,0,Alexander Sokurov
33630,1,2,2,Ginger Rogers,James Stewart,James Ellison,2,George Stevens
51675,0,0,0,James Howard Kunstler,Michael Ruppert,Richard Heinberg,0,Gregory Greene
281287,0,0,0,James Howard Kunstler,Michael Ruppert,Richard Heinberg,0,Gregory Greene
33602,1,0,1,Claire Danes,Catherine O'Hara,Julia Ormond,2,Mick Jackson
12169,2,0,1,Jacques Gamblin,Zabou Breitman,Déborah François,0,Rémi Bezançon
252407,0,1,1,Griffin Dunne,Ellen Greene,Kelly Bishop,1,Doris Dörrie
43333,2,1,1,Marlon Brando,Jean Simmons,Merle Oberon,2,Henry Koster
42212,2,2,1,Jeff Goldblum,Ray Vitte,Debra Winger,2,Robert Klane
33728,2,2,1,Gregory Peck,Tony Curtis,Angie Dickinson,2,David Miller
27989,1,2,1,Meg Ryan,Timothy Hutton,Kristen Bell,1,Cheryl Hines
25983,1,1,1,Jocelin Donahue,Mary Woronov,Greta Gerwig,2,Ti West
42683,2,1,2,Humphrey Bogart,Ann Sheridan,Dick Foran,0,Michael Curtiz
271677,2,1,1,Sunny Deol,Preity Zinta,Priyanka Chopra,0,Anil Sharma
46423,2,0,2,Salman Khan,Sneha Ullal,Mithun Chakraborty,0,Radhika Rao
24469,1,2,1,Katie Jarvis,Michael Fassbender,Kierston Wareing,1,Andrea Arnold
11518,2,2,1,Amitabh Bachchan,Shah Rukh Khan,Aishwarya Rai Bachchan,0,Aditya Chopra
7344,2,1,1,Max Mauff,Kristyna Malérová,Assun Planas,2,Veit Helmer
4887,0,0,2,Erkan Can,Güven Kıraç,Meray Ülgen,0,Özer Kiziltan
51022,0,0,0,Dragan Bjelogrlić,Dusan Pekic,Milan Marić,0,Srđan Dragojević
31578,2,2,1,John Carpenter,Robert Carradine,Alex Datcher,2,Tobe Hooper
18670,2,1,0,Jet Li,Chingmy Yau,Tse Miu,2,Wong Jing
25293,2,0,2,Matt Frewer,Kenneth Welsh,Jason London,2,Rodney Gibbons
59013,2,0,1,Matt Frewer,Kenneth Welsh,Liliana Komorowska,2,Rodney Gibbons
32856,1,1,2,Jessica Alba,Jessica Biel,Bradley Cooper,2,Garry Marshall
7978,2,2,1,Benicio del Toro,Anthony Hopkins,Emily Blunt,2,Joe Johnston
60086,1,2,2,Sarah Thompson,Matt Dallas,Bruce Thomas,0,Jonas Barnes
11324,2,2,2,Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley,2,Martin Scorsese
90052,2,0,1,Matt Frewer,Kenneth Welsh,Sophie Lorain,2,Rodney Gibbons
81382,2,0,0,Matt Frewer,Kenneth Welsh,Norris Domingue,2,Rodney Gibbons
8898,1,0,0,Maria Onetto,Claudia Cantero,César Bordón,0,Lucrecia Martel
183946,0,2,2,David Zaugh,John Cho,Ray Chang,0,Chris Chan Lee
17334,2,2,2,Jesse Metcalfe,Austin Basis,Larry Miller,2,James Dodson
26715,0,1,1,Julia Voth,Erin Cummings,America Olivo,0,Rick Jacobson
19311,2,0,2,Tom Budge,Josef Ber,Joel Edgerton,1,Tatia Rosenthal
38448,2,1,1,Colin Farrell,Alicja Bachleda-Curuś,Dervla Kirwan,0,Neil Jordan
45988,2,2,2,Ian Holm,Mike Bailey,Francis Magee,2,Justin Hardy
20047,2,2,2,Val Kilmer,Armand Assante,Eric Roberts,2,Philippe Martinez
55522,0,0,2,Kaarina Hazard,Jukka Keinonen,Heikki Nousiainen,0,Klaus Härö
81399,2,0,0,Barbet Schroeder,Michèle Girardon,Claudine Soubrier,2,Éric Rohmer
13949,1,2,1,Sally Hawkins,Rupert Penry-Jones,Alice Krige,2,Adrian Shergold
24253,2,1,1,Michael Nyqvist,Noomi Rapace,Lena Endre,2,Daniel Alfredson
15324,0,0,0,Rickard Falkvinge,Gottfrid Svartholm,Fredrik Neij,0,Peter Sunde
32657,2,2,1,Logan Lerman,Brandon T. Jackson,Alexandra Daddario,2,Chris Columbus
23742,2,2,0,Bruce Willis,Tracy Morgan,Juan Carlos Hernández,2,Kevin Smith
36457,1,0,2,Jeanne Moreau,Keith Skinner,Umberto Orsini,2,Tony Richardson
27561,2,2,2,John Paul Tremblay,Robb Wells,Mike Smith,2,Mike Clattenburg
11439,2,2,2,Ewan McGregor,Pierce Brosnan,Jon Bernthal,2,Roman Polanski
42586,1,2,2,Julie Andrews,Rock Hudson,Jeremy Kemp,2,Blake Edwards
26963,2,0,2,Evan McGuire,Christen Mooney,Brendan Gleeson,2,Tomm Moore
32868,2,1,2,Adam Scott,Brittany Snow,Alex Frost,2,Lee Toland Krieger
30298,2,1,2,Anthony Quinn,Anna Magnani,Giancarlo Giannini,2,Stanley Kramer
23172,1,2,2,Amber Valletta,Lucas Till,Jackie Chan,2,Brian Levant
30128,2,2,1,Matt Czuchry,Jesse Bradford,Marika Dominczyk,2,Bob Gosse
29381,1,1,1,Eleanor Parker,Agnes Moorehead,Ellen Corby,2,John Cromwell
42295,2,2,1,William Eythe,Lloyd Nolan,Signe Hasso,0,Henry Hathaway
41894,1,2,1,Natalie Alyn Lind,Michael Rooker,Emily Alyn Lind,2,Jeb Stuart
67736,1,2,0,Simone Signoret,Raf Vallone,Jacques Duby,2,Marcel Carné
25950,2,0,1,Kyle MacLachlan,Danielle Calvert,Gabrielle Anwar,2,Russell Mulcahy
32124,1,2,2,Emmy Rossum,Zach Gilford,Ashley Springer,2,Adam Salky
26428,1,2,2,Rachel Weisz,Max Minghella,Oscar Isaac,2,Alejandro Amenábar
56931,2,2,1,Russ Tamblyn,Alan Young,June Thorburn,2,George Pal
12273,2,1,2,Akshay Kumar,Katrina Kaif,Om Puri,2,Anees Bazmee
22805,1,1,2,Uma Thurman,Minnie Driver,Anthony Edwards,1,Katherine Dieckmann
79519,2,2,1,Zachary Levi,Fran Kranz,Sarah Shahi,0,Jaffar Mahmood
20083,2,2,2,Jackie Chan,Naoto Takenaka,Daniel Wu,0,Derek Yee Tung-Sing
29388,2,2,2,Timothy Olyphant,Stephen Eric McIntyre,Rossif Sutherland,2,Gary Yates
15357,2,2,2,Cyril Raffaelli,David Belle,Philippe Torreton,0,Patrick Alessandrin
20406,2,2,2,Nicholas Gonzalez,Mario Cimarro,Oleg Taktarov,2,Jeff Crook
22166,2,1,1,Steven Bauer,Olivia Brown,Melina Lizette,0,David Betances
408956,2,1,1,Steven Bauer,Olivia Brown,Melina Lizette,0,Anastasia Lapsui
18489,2,2,2,Andy Bichlbaum,Mike Bonanno,Reggie Watts,2,Mike Bonanno
120280,2,2,0,Esa Pakarinen,Masa Niemi,Siiri Angerkoski,0,Armand Lohikoski
19962,2,1,0,Ricky Tomlinson,Amanda Redman,Philip Jackson,2,Steve Barron
29427,2,1,2,Timothy Olyphant,Radha Mitchell,Joe Anderson,2,Breck Eisner
22971,1,2,0,Amanda Seyfried,Channing Tatum,Henry Thomas,2,Lasse Hallström
45576,0,0,0,Changhua Zhang,Suqin Chen,Qin Zhang,0,Lixin Fan
23023,2,2,1,Dwayne Johnson,Stephen Merchant,Ashley Judd,2,Michael Lembeck
29785,2,2,1,Terence Davies,Stephen Merchant,Ashley Judd,2,Terence Davies
63195,0,0,0,Eliane Annie Adalto,Pierre Barbieux,Bernard Bombeau,0,Peter Watkins
20871,2,2,0,Evgeni Leonov,Georgiy Vitsin,Savely Kramarov,0,Aleksandr Seryj
14235,2,1,2,Clovis Cornillac,Vimala Pons,Zohar Wexler,0,Franck Vestiel
71370,0,0,0,Amanda Lamberti,Heather Kozlakowski,Patrick Moug,0,James Bonner
25967,1,2,2,Essie Davis,Sean Harris,Marcel Iureș,2,Billy O'Brien
5595,2,2,2,Lluís Homar,Santi Millán,Alejo Sauras,0,Luis Piedrahita
32092,0,0,0,Nada Abou Farhat,Georges Khabbaz,Rawia Elchab,0,Philippe Aractingi
10664,1,0,0,Manuela Velasco,Ferran Terraza,Claudia Silva,2,Jaume Balagueró
28739,2,2,1,Rider Strong,Noah Segan,Alexi Wasser,2,Ti West
17473,2,1,2,Tommy Wiseau,Juliette Danielle,Greg Sestero,2,Tommy Wiseau
200664,2,1,2,Tommy Wiseau,Juliette Danielle,Greg Sestero,0,Jeff Lew
224642,2,0,0,Tauno Palo,Gunvor Sandkvist,Helen Elde,2,Matti Kassila
117499,0,0,0,Eero Melasniemi,Kirsti Wallasvaara,Paavo Tuominen,0,Mikko Niskanen
174748,0,0,0,Eero Melasniemi,Kirsti Wallasvaara,Paavo Tuominen,0,Leif Erlsboe
26022,2,1,2,Shah Rukh Khan,Kajol,Jimmy Shergill,2,Karan Johar
12155,1,2,1,Mia Wasikowska,Johnny Depp,Anne Hathaway,2,Tim Burton
40623,2,1,0,Benoît Poelvoorde,Jeanne Balibar,Nicolas Buysse,0,Stéphane Aubier
22972,2,2,2,Matt Damon,Greg Kinnear,Brendan Gleeson,2,Paul Greengrass
119819,2,1,2,Clark Gable,Loretta Young,Jack Oakie,2,William A. Wellman
29182,2,2,2,Ray Winstone,John Hurt,Ian McShane,2,Malcolm Venville
17277,1,2,2,Sophia Loren,Stephen Boyd,Alec Guinness,2,Anthony Mann
24424,2,0,0,Fouad Habash,Nisrine Rihan,Elias Saba,0,Scandar Copti
26389,2,2,1,John Travolta,Jonathan Rhys Meyers,Kasia Smutniak,2,Pierre Morel
61880,2,1,2,James Stewart,June Allyson,Frank Lovejoy,2,Anthony Mann
31515,1,2,0,Twiggy,Christopher Gable,Max Adrian,2,Ken Russell
20618,2,2,1,DJ Qualls,Preston Jones,Julianna Guill,2,Steve Rash
28925,2,1,2,Ken Foree,Kristina Klebe,Emilio Roso,2,Milan Konjević
23488,2,2,1,Ben Barnes,Colin Firth,Rebecca Hall,2,Oliver Parker
26771,2,2,2,Robert Buchanan,Billy Greenlees,John Hughes,2,Bill Forsyth
43012,2,2,2,Tony Curtis,Yul Brynner,Sam Wanamaker,0,J. Lee Thompson
27583,2,1,2,Ben Stiller,Greta Gerwig,Rhys Ifans,2,Noah Baumbach
6883,2,2,2,Charlton Heston,John Cassavetes,Martin Balsam,2,Larry Peerce
26390,2,2,2,Richard Gere,Don Cheadle,Ethan Hawke,2,Antoine Fuqua
34016,1,2,2,Alice Eve,Jay Baruchel,Mike Vogel,2,Jim Field Smith
25941,2,1,2,Michael Caine,Emily Mortimer,Iain Glen,2,Daniel Barber
34195,0,0,0,Sandra Louise Douglas,Alton Milne,Sharon Osdin,0,Kerry Anne Mullaney
20471,2,2,1,Jon Foster,Peter Sarsgaard,Sienna Miller,0,Rawson Marshall Thurber
18514,1,2,2,Vera Farmiga,Ha Jung-woo,David Lee McInnis,0,Gina Kim
23169,2,1,2,Robert Pattinson,Emilie de Ravin,Pierce Brosnan,2,Allen Coulter
18704,0,2,2,Cecilia Cheung,Choi Min-sik,Son Byung-ho,0,Song Hae-sung
12718,2,1,0,Andrew Keegan,Tara Subkoff,Richard Hillman,2,Larry Clark
15360,2,1,2,Darren McGavin,Carol Lynley,Simon Oakland,0,John Llewellyn Moxey
19969,0,1,2,Rita Suomalainen,Carol Lynley,Simon Oakland,0,Tero Molin
85521,2,2,0,Rony Clanton,Carl Lee,Yolanda Rodríguez,1,Shirley Clarke
